"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 14, 2021","3,622.30","3,639.07","3,643.89","3,593.07","34.68M","-0.49%"
"Jan 13, 2021","3,640.30","3,627.87","3,672.26","3,592.79","30.44M","0.52%"
"Jan 12, 2021","3,621.49","3,622.59","3,658.80","3,535.39","45.58M","-0.03%"
"Jan 11, 2021","3,622.74","3,665.37","3,731.59","3,518.61","59.98M","-0.49%"
"Jan 08, 2021","3,640.44","3,610.06","3,640.44","3,573.38","44.72M","1.08%"
"Jan 07, 2021","3,601.41","3,569.16","3,638.90","3,569.16","54.04M","1.33%"
"Jan 06, 2021","3,554.07","3,565.33","3,655.34","3,532.27","51.50M","-0.05%"
"Jan 05, 2021","3,555.88","3,515.94","3,559.23","3,479.29","39.70M","0.84%"
"Jan 04, 2021","3,526.35","3,441.83","3,526.35","3,440.08","45.43M","2.73%"
"Dec 30, 2020","3,432.62","3,338.18","3,448.24","3,315.23","58.22M","2.81%"
"Dec 29, 2020","3,338.64","3,310.01","3,351.26","3,294.13","33.01M","1.39%"
"Dec 28, 2020","3,292.90","3,260.18","3,311.07","3,248.16","37.84M","1.27%"
"Dec 24, 2020","3,251.46","3,187.06","3,293.36","3,181.56","42.19M","2.03%"
"Dec 23, 2020","3,186.88","3,135.03","3,196.87","3,089.63","28.05M","1.88%"
"Dec 22, 2020","3,128.00","3,206.74","3,207.81","3,128.00","32.48M","-2.55%"
"Dec 21, 2020","3,209.88","3,223.47","3,223.47","3,156.72","25.19M","-0.46%"
"Dec 18, 2020","3,224.84","3,258.26","3,273.95","3,206.64","22.71M","-1.08%"
"Dec 17, 2020","3,260.12","3,194.09","3,271.34","3,194.09","36.09M","2.23%"
"Dec 16, 2020","3,188.89","3,157.11","3,195.80","3,135.67","30.94M","1.37%"
"Dec 15, 2020","3,145.71","3,110.15","3,155.19","3,110.15","31.55M","1.19%"
"Dec 14, 2020","3,108.76","3,121.36","3,131.45","3,086.92","17.42M","-0.44%"
"Dec 11, 2020","3,122.52","3,131.34","3,149.94","3,104.46","19.60M","-0.21%"
"Dec 10, 2020","3,129.06","3,128.02","3,141.00","3,078.90","28.49M","-0.12%"
"Dec 09, 2020","3,132.68","3,086.08","3,136.37","3,075.41","22.73M","1.64%"
"Dec 08, 2020","3,082.13","3,096.41","3,130.06","3,057.34","29.76M","-0.48%"
"Dec 07, 2020","3,096.89","3,101.70","3,113.85","3,057.63","22.78M","0.62%"
"Dec 04, 2020","3,077.91","3,071.91","3,103.91","3,053.33","29.17M","1.05%"
"Dec 03, 2020","3,046.01","3,073.91","3,090.71","3,024.43","30.94M","0.01%"
"Dec 02, 2020","3,045.57","2,989.59","3,057.00","2,981.96","47.00M","3.20%"
"Dec 01, 2020","2,951.04","2,960.93","2,972.35","2,917.47","22.40M","-0.07%"
"Nov 30, 2020","2,952.98","2,995.30","2,995.71","2,946.42","23.00M","-0.96%"
"Nov 27, 2020","2,981.51","2,967.65","2,996.58","2,958.19","21.94M","0.39%"
"Nov 26, 2020","2,969.86","2,920.24","2,974.69","2,894.26","25.02M","1.79%"
"Nov 25, 2020","2,917.67","2,992.45","3,003.81","2,877.09","33.95M","-1.42%"
"Nov 24, 2020","2,959.60","2,985.44","2,990.75","2,952.06","27.59M","-0.29%"
"Nov 23, 2020","2,968.20","2,924.77","2,983.48","2,906.92","24.75M","1.17%"
"Nov 20, 2020","2,933.75","2,933.38","2,947.23","2,918.81","27.27M","0.20%"
"Nov 19, 2020","2,927.80","2,853.94","2,934.53","2,846.02","23.40M","1.70%"
"Nov 18, 2020","2,878.96","2,891.60","2,907.61","2,865.16","18.28M","0.11%"
"Nov 17, 2020","2,875.71","2,906.83","2,906.83","2,863.49","26.49M","-1.15%"
"Nov 16, 2020","2,909.06","2,795.90","2,913.06","2,794.25","45.96M","5.38%"
"Nov 13, 2020","2,760.63","2,709.96","2,760.63","2,700.86","16.44M","1.42%"
"Nov 12, 2020","2,722.05","2,731.45","2,740.59","2,708.69","18.65M","0.33%"
"Nov 11, 2020","2,713.16","2,715.54","2,726.19","2,692.79","15.38M","-0.31%"
"Nov 10, 2020","2,721.70","2,733.47","2,733.47","2,699.61","16.19M","-0.75%"
"Nov 09, 2020","2,742.39","2,748.83","2,755.87","2,727.83","17.57M","0.62%"
"Nov 06, 2020","2,725.38","2,768.38","2,781.57","2,716.39","19.06M","-1.00%"
"Nov 05, 2020","2,752.88","2,717.46","2,761.18","2,710.03","22.92M","1.96%"
"Nov 04, 2020","2,700.01","2,654.83","2,718.21","2,611.94","24.50K","2.46%"
"Nov 03, 2020","2,635.14","2,600.21","2,643.64","2,600.21","15.00M","2.26%"
"Nov 02, 2020","2,576.86","2,572.31","2,597.74","2,542.44","12.50M","0.58%"
"Oct 30, 2020","2,562.01","2,628.34","2,640.67","2,549.85","19.30M","-2.71%"
"Oct 29, 2020","2,633.25","2,539.67","2,635.59","2,534.53","19.13M","1.56%"
"Oct 28, 2020","2,592.86","2,508.43","2,592.86","2,507.29","31.75M","3.12%"
"Oct 27, 2020","2,514.49","2,483.64","2,552.05","2,466.37","19.84M","0.49%"
"Oct 26, 2020","2,502.22","2,589.26","2,589.59","2,494.56","17.94M","-3.36%"
"Oct 23, 2020","2,589.25","2,625.04","2,626.30","2,569.61","14.31M","-1.14%"
"Oct 22, 2020","2,619.06","2,669.16","2,669.16","2,617.19","14.80M","-2.47%"
"Oct 21, 2020","2,685.43","2,688.87","2,693.90","2,644.32","15.44M","0.12%"
"Oct 20, 2020","2,682.30","2,651.20","2,709.86","2,618.71","23.07M","0.47%"
"Oct 19, 2020","2,669.87","2,710.83","2,719.68","2,665.04","27.77M","-0.97%"
"Oct 16, 2020","2,696.08","2,742.12","2,755.25","2,663.40","17.39M","-1.35%"
"Oct 15, 2020","2,733.07","2,764.52","2,771.81","2,703.71","20.52M","-1.30%"
"Oct 14, 2020","2,768.97","2,822.21","2,826.01","2,764.46","21.37M","-1.96%"
"Oct 13, 2020","2,824.25","2,814.63","2,827.71","2,780.91","31.04M","1.17%"
"Oct 12, 2020","2,791.63","2,780.82","2,798.98","2,770.47","18.37M","0.82%"
"Oct 08, 2020","2,768.94","2,814.55","2,817.58","2,764.07","19.41M","-0.73%"
"Oct 07, 2020","2,789.23","2,754.54","2,789.83","2,751.78","16.08M","0.46%"
"Oct 06, 2020","2,776.39","2,796.61","2,806.65","2,760.13","21.65M","0.18%"
"Oct 05, 2020","2,771.48","2,756.75","2,780.52","2,739.72","19.01M","-0.02%"
"Sep 29, 2020","2,771.95","2,772.23","2,788.23","2,751.04","34.06M","0.88%"
"Sep 28, 2020","2,747.80","2,702.60","2,748.46","2,681.41","22.40M","3.29%"
"Sep 25, 2020","2,660.35","2,720.58","2,723.37","2,657.79","18.66M","-0.78%"
"Sep 24, 2020","2,681.25","2,706.27","2,749.04","2,673.34","28.18M","-2.87%"
"Sep 23, 2020","2,760.48","2,737.19","2,774.21","2,645.49","30.19M","2.43%"
"Sep 22, 2020","2,695.00","2,792.64","2,792.64","2,687.02","26.48M","-3.39%"
"Sep 21, 2020","2,789.56","2,844.77","2,864.93","2,764.99","24.95M","-2.14%"
"Sep 18, 2020","2,850.44","2,833.92","2,851.60","2,803.88","25.38M","1.14%"
"Sep 17, 2020","2,818.18","2,846.20","2,853.66","2,799.03","31.22M","-0.82%"
"Sep 16, 2020","2,841.60","2,888.85","2,889.80","2,828.97","25.75M","-1.75%"
"Sep 15, 2020","2,892.10","2,913.07","2,913.45","2,866.34","33.01M","0.38%"
"Sep 14, 2020","2,881.08","2,861.93","2,881.08","2,851.97","32.56M","1.35%"
"Sep 11, 2020","2,842.65","2,827.60","2,847.65","2,798.79","32.78M","0.13%"
"Sep 10, 2020","2,838.84","2,861.17","2,869.75","2,820.09","67.85M","1.00%"
"Sep 09, 2020","2,810.71","2,766.97","2,825.72","2,762.49","29.53M","-0.47%"
"Sep 08, 2020","2,824.08","2,809.92","2,846.99","2,798.90","45.59M","1.57%"
"Sep 07, 2020","2,780.33","2,760.79","2,787.60","2,730.49","31.04M","1.22%"
"Sep 04, 2020","2,746.95","2,709.34","2,753.04","2,702.34","23.15M","-2.37%"
"Sep 03, 2020","2,813.50","2,791.24","2,844.17","2,791.24","31.02M","2.45%"
"Sep 02, 2020","2,746.24","2,740.58","2,756.49","2,719.49","19.85M","1.14%"
"Sep 01, 2020","2,715.40","2,704.11","2,722.48","2,694.03","24.96M","1.04%"
"Aug 31, 2020","2,687.46","2,718.93","2,733.12","2,669.59","15.47M","0.13%"
"Aug 28, 2020","2,684.02","2,686.57","2,721.32","2,659.09","15.03M","0.56%"
"Aug 27, 2020","2,669.13","2,714.07","2,715.58","2,669.06","15.87M","-1.64%"
"Aug 26, 2020","2,713.51","2,726.50","2,732.09","2,668.16","16.47M","-0.64%"
"Aug 25, 2020","2,730.89","2,704.82","2,735.45","2,693.24","18.14M","1.86%"
"Aug 24, 2020","2,681.10","2,631.39","2,702.14","2,588.86","19.69M","1.75%"
"Aug 21, 2020","2,635.00","2,650.22","2,691.61","2,586.91","27.14M","1.34%"
"Aug 20, 2020","2,600.19","2,736.09","2,736.73","2,588.07","33.56M","-5.98%"
"Aug 19, 2020","2,765.63","2,728.72","2,770.50","2,699.85","25.73M","2.23%"
"Aug 18, 2020","2,705.27","2,824.96","2,826.92","2,688.62","27.24M","-3.98%"
"Aug 14, 2020","2,817.31","2,857.30","2,862.82","2,801.01","23.12M","-1.20%"
"Aug 13, 2020","2,851.47","2,883.27","2,891.06","2,839.61","31.93M","0.62%"
"Aug 12, 2020","2,833.86","2,860.84","2,865.48","2,797.37","31.32M","-1.09%"
"Aug 11, 2020","2,865.16","2,904.71","2,905.43","2,856.66","22.50M","-0.95%"
"Aug 10, 2020","2,892.62","2,888.96","2,896.45","2,863.78","29.93M","-0.28%"
"Aug 07, 2020","2,900.82","2,916.48","2,926.77","2,872.66","30.33M","-0.47%"
"Aug 06, 2020","2,914.64","2,924.08","2,942.23","2,891.46","26.12M","-0.18%"
"Aug 05, 2020","2,919.78","2,897.56","2,920.10","2,878.57","32.05M","0.94%"
"Aug 04, 2020","2,892.73","2,897.56","2,914.05","2,881.82","30.39M","0.06%"
"Aug 03, 2020","2,890.92","2,880.94","2,895.91","2,843.94","35.38M","0.53%"
"Jul 31, 2020","2,875.76","2,951.71","2,955.97","2,871.51","45.50M","-1.99%"
"Jul 30, 2020","2,934.25","2,925.63","2,951.82","2,911.55","47.29M","1.84%"
"Jul 29, 2020","2,881.24","2,849.08","2,883.97","2,846.47","45.62M","0.79%"
"Jul 28, 2020","2,858.78","2,822.77","2,890.12","2,821.15","57.08M","2.50%"
"Jul 27, 2020","2,789.06","2,722.24","2,804.26","2,722.18","56.12M","2.43%"
"Jul 24, 2020","2,722.87","2,713.78","2,760.32","2,703.90","26.98M","-0.69%"
"Jul 23, 2020","2,741.90","2,730.13","2,748.94","2,705.93","35.50M","0.57%"
"Jul 22, 2020","2,726.48","2,718.79","2,746.12","2,711.66","30.89M","-0.02%"
"Jul 21, 2020","2,727.04","2,716.31","2,740.04","2,709.10","33.17M","1.46%"
"Jul 20, 2020","2,687.86","2,704.50","2,707.66","2,667.80","31.06M","-0.38%"
"Jul 17, 2020","2,697.99","2,663.33","2,704.74","2,663.33","24.54M","1.46%"
"Jul 16, 2020","2,659.10","2,731.17","2,731.31","2,636.21","18.33M","-2.29%"
"Jul 15, 2020","2,721.40","2,707.05","2,728.04","2,691.49","27.79M","1.39%"
"Jul 14, 2020","2,684.16","2,667.21","2,688.96","2,655.76","17.41M","-0.42%"
"Jul 13, 2020","2,695.44","2,704.21","2,706.85","2,671.13","16.15M","0.34%"
"Jul 10, 2020","2,686.39","2,672.80","2,703.17","2,662.24","31.07M","0.50%"
"Jul 09, 2020","2,672.94","2,664.57","2,683.13","2,645.46","19.06M","0.75%"
"Jul 08, 2020","2,652.99","2,654.60","2,671.94","2,640.83","18.25M","-0.42%"
"Jul 07, 2020","2,664.17","2,710.65","2,712.09","2,656.56","24.28M","-0.74%"
"Jul 06, 2020","2,683.97","2,644.47","2,686.52","2,635.87","42.28M","1.90%"
"Jul 03, 2020","2,633.88","2,604.77","2,637.29","2,593.16","32.93M","1.50%"
"Jul 02, 2020","2,594.96","2,595.95","2,606.16","2,565.51","17.74M","0.52%"
"Jul 01, 2020","2,581.46","2,622.30","2,635.18","2,572.88","41.13M","-0.21%"
"Jun 30, 2020","2,586.79","2,597.51","2,626.92","2,581.73","24.38M","1.77%"
"Jun 29, 2020","2,541.84","2,561.21","2,587.78","2,533.67","13.64M","-2.05%"
"Jun 26, 2020","2,595.15","2,591.62","2,607.86","2,561.36","18.80M","1.54%"
"Jun 25, 2020","2,555.79","2,573.29","2,601.02","2,548.41","15.36M","-2.50%"
"Jun 24, 2020","2,621.31","2,573.57","2,653.85","2,571.25","26.59M","2.34%"
"Jun 23, 2020","2,561.28","2,580.31","2,608.64","2,533.98","17.49M","0.11%"
"Jun 22, 2020","2,558.47","2,530.88","2,570.15","2,520.79","15.81M","0.46%"
"Jun 19, 2020","2,546.63","2,561.82","2,566.31","2,511.05","26.76M","0.12%"
"Jun 18, 2020","2,543.54","2,534.75","2,567.54","2,513.91","13.60M","-0.22%"
"Jun 17, 2020","2,549.19","2,500.73","2,565.07","2,483.85","19.59M","1.45%"
"Jun 16, 2020","2,512.67","2,468.79","2,519.21","2,454.54","17.97M","5.32%"
"Jun 15, 2020","2,385.83","2,541.55","2,550.89","2,385.83","27.52M","-6.91%"
"Jun 12, 2020","2,563.04","2,526.48","2,575.80","2,522.23","24.59M","-3.29%"
"Jun 11, 2020","2,650.22","2,673.17","2,680.88","2,624.62","24.05M","-1.54%"
"Jun 10, 2020","2,691.64","2,672.15","2,700.72","2,665.61","22.02M","0.62%"
"Jun 09, 2020","2,675.07","2,723.83","2,725.82","2,663.68","37.95M","-1.12%"
"Jun 08, 2020","2,705.33","2,744.87","2,746.67","2,684.32","21.77M","-0.34%"
"Jun 05, 2020","2,714.44","2,698.15","2,717.54","2,663.76","23.24M","1.12%"
"Jun 04, 2020","2,684.43","2,728.34","2,752.91","2,663.65","58.34M","-0.71%"
"Jun 03, 2020","2,703.63","2,680.17","2,731.47","2,667.11","43.59M","1.94%"
"Jun 02, 2020","2,652.18","2,636.55","2,661.76","2,627.15","69.70M","0.56%"
"Jun 01, 2020","2,637.46","2,546.80","2,639.62","2,545.63","23.51M","4.23%"
"May 29, 2020","2,530.52","2,518.65","2,551.08","2,502.45","23.22M","-0.60%"
"May 28, 2020","2,545.73","2,626.09","2,634.42","2,498.98","35.12M","-2.19%"
"May 27, 2020","2,602.63","2,651.01","2,657.48","2,598.53","33.46M","-2.33%"
"May 26, 2020","2,664.82","2,647.54","2,665.55","2,618.35","49.66M","1.08%"
"May 25, 2020","2,636.33","2,590.24","2,636.33","2,572.70","28.00M","2.58%"
"May 22, 2020","2,569.93","2,617.78","2,620.88","2,549.46","26.39M","-1.95%"
"May 21, 2020","2,620.99","2,622.71","2,636.77","2,607.97","39.23M","1.10%"
"May 20, 2020","2,592.54","2,500.64","2,597.45","2,500.15","34.79M","3.25%"
"May 19, 2020","2,510.86","2,509.99","2,515.71","2,482.17","37.29M","1.73%"
"May 18, 2020","2,468.18","2,475.59","2,492.49","2,434.50","35.54M","-0.23%"
"May 15, 2020","2,473.81","2,444.79","2,475.67","2,432.62","33.36M","2.38%"
"May 14, 2020","2,416.40","2,416.81","2,428.15","2,398.89","19.06M","-1.46%"
"May 13, 2020","2,452.11","2,415.93","2,453.72","2,414.05","20.47M","-0.57%"
"May 12, 2020","2,466.28","2,483.34","2,484.77","2,423.55","21.92M","-0.58%"
"May 11, 2020","2,480.63","2,509.55","2,512.01","2,458.91","21.68M","-0.92%"
"May 08, 2020","2,503.55","2,467.59","2,511.40","2,461.62","42.28M","2.84%"
"May 07, 2020","2,434.31","2,356.22","2,434.70","2,352.94","45.03M","2.86%"
"May 06, 2020","2,366.54","2,329.46","2,368.66","2,309.93","19.03M","3.07%"
"May 04, 2020","2,295.98","2,297.87","2,325.18","2,292.93","18.77M","-2.13%"
"Apr 29, 2020","2,345.89","2,328.33","2,372.06","2,322.90","41.17M","0.67%"
"Apr 28, 2020","2,330.35","2,320.71","2,336.53","2,292.13","42.97M","0.46%"
"Apr 27, 2020","2,319.58","2,282.83","2,325.38","2,271.37","14.75M","2.19%"
"Apr 24, 2020","2,269.87","2,303.23","2,312.28","2,265.84","20.16M","-2.38%"
"Apr 23, 2020","2,325.18","2,336.26","2,340.46","2,303.27","35.96M","0.59%"
"Apr 22, 2020","2,311.49","2,253.08","2,311.96","2,227.33","28.22M","1.44%"
"Apr 21, 2020","2,278.75","2,280.02","2,309.20","2,218.52","25.55M","-0.94%"
"Apr 20, 2020","2,300.32","2,318.54","2,336.02","2,294.20","23.13M","-1.47%"
"Apr 17, 2020","2,334.71","2,331.79","2,364.13","2,315.47","44.88M","2.62%"
"Apr 16, 2020","2,275.10","2,205.10","2,276.75","2,203.50","22.28M","1.72%"
"Apr 14, 2020","2,236.54","2,202.41","2,251.78","2,193.36","18.98M","2.48%"
"Apr 13, 2020","2,182.36","2,241.85","2,249.35","2,180.71","22.29M","-4.13%"
"Apr 10, 2020","2,276.36","2,305.48","2,305.48","2,229.18","27.74M","-1.76%"
"Apr 09, 2020","2,317.13","2,360.48","2,360.48","2,308.00","25.85M","0.15%"
"Apr 08, 2020","2,313.73","2,306.31","2,362.83","2,292.95","38.91M","-0.63%"
"Apr 07, 2020","2,328.29","2,326.20","2,349.19","2,266.05","74.38M","3.22%"
"Apr 06, 2020","2,255.75","2,162.42","2,255.75","2,148.64","47.52M","5.38%"
"Apr 03, 2020","2,140.56","2,146.12","2,171.17","2,108.06","34.67M","-0.04%"
"Apr 02, 2020","2,141.50","2,097.98","2,141.50","2,054.11","58.65M","3.89%"
"Apr 01, 2020","2,061.29","2,085.98","2,182.48","2,060.59","51.77M","-3.07%"
"Mar 31, 2020","2,126.57","2,145.36","2,163.08","2,079.87","33.71M","0.30%"
"Mar 30, 2020","2,120.21","2,039.31","2,131.66","2,020.64","26.33M","0.77%"
"Mar 27, 2020","2,104.08","2,187.94","2,188.74","2,047.53","46.03M","0.55%"
"Mar 26, 2020","2,092.61","2,131.23","2,186.74","2,092.61","41.06M","-2.99%"
"Mar 25, 2020","2,157.00","2,120.01","2,157.15","2,070.13","49.90M","5.08%"
"Mar 24, 2020","2,052.77","1,893.18","2,052.77","1,867.95","49.84M","13.16%"
"Mar 23, 2020","1,814.02","1,831.64","1,886.39","1,771.13","40.17M","-7.45%"
"Mar 20, 2020","1,960.05","1,845.28","1,969.73","1,806.61","56.50M","9.41%"
"Mar 19, 2020","1,791.52","2,052.06","2,054.02","1,737.24","77.57M","-9.21%"
"Mar 18, 2020","1,973.31","2,156.92","2,169.97","1,973.31","47.21M","-7.55%"
"Mar 17, 2020","2,134.51","2,030.98","2,178.70","2,010.31","42.57M","1.77%"
"Mar 16, 2020","2,097.48","2,277.58","2,277.58","2,097.48","35.65M","-5.52%"
"Mar 13, 2020","2,220.14","2,180.60","2,293.73","2,043.78","50.18M","-4.05%"
"Mar 12, 2020","2,313.95","2,396.08","2,425.62","2,253.52","45.12M","-4.35%"
"Mar 11, 2020","2,419.20","2,525.32","2,532.28","2,414.28","28.69M","-4.17%"
"Mar 10, 2020","2,524.41","2,473.16","2,526.09","2,445.53","31.57M","2.40%"
"Mar 09, 2020","2,465.35","2,528.49","2,546.60","2,453.79","28.63M","-5.15%"
"Mar 06, 2020","2,599.30","2,608.38","2,643.11","2,579.01","23.85M","-2.02%"
"Mar 05, 2020","2,652.87","2,642.55","2,661.84","2,601.55","28.46M","1.35%"
"Mar 04, 2020","2,617.49","2,521.39","2,626.67","2,521.39","22.59M","2.77%"
"Mar 03, 2020","2,546.87","2,649.08","2,652.33","2,542.29","29.05M","-0.80%"
"Mar 02, 2020","2,567.38","2,491.34","2,568.86","2,441.56","26.11M","4.96%"
"Feb 28, 2020","2,446.07","2,515.67","2,537.70","2,428.65","33.95M","-4.93%"
"Feb 27, 2020","2,572.92","2,671.80","2,691.23","2,561.20","25.34M","-3.90%"
"Feb 26, 2020","2,677.25","2,655.98","2,696.69","2,641.18","21.99M","-1.99%"
"Feb 25, 2020","2,731.55","2,684.55","2,731.64","2,648.81","25.94M","2.07%"
"Feb 24, 2020","2,676.24","2,708.39","2,723.08","2,663.08","27.69M","-3.82%"
"Feb 21, 2020","2,782.53","2,775.54","2,818.23","2,768.11","25.06M","-1.42%"
"Feb 20, 2020","2,822.72","2,847.36","2,873.49","2,790.86","35.48M","-0.03%"
"Feb 19, 2020","2,823.68","2,813.72","2,826.77","2,757.99","25.37M","0.97%"
"Feb 18, 2020","2,796.67","2,875.60","2,878.32","2,787.58","24.97M","-3.23%"
"Feb 17, 2020","2,890.15","2,883.05","2,911.77","2,860.66","34.94M","0.44%"
"Feb 14, 2020","2,877.40","2,832.24","2,882.12","2,813.82","33.68M","1.62%"
"Feb 13, 2020","2,831.66","2,805.25","2,849.05","2,797.55","33.33M","1.57%"
"Feb 12, 2020","2,787.97","2,739.68","2,796.74","2,739.68","22.87M","1.87%"
"Feb 11, 2020","2,736.68","2,737.46","2,739.85","2,718.61","20.12M","0.85%"
"Feb 10, 2020","2,713.56","2,668.17","2,713.73","2,668.17","10.80M","0.27%"
"Feb 07, 2020","2,706.18","2,727.78","2,728.27","2,686.49","14.24M","-1.02%"
"Feb 06, 2020","2,734.13","2,725.00","2,743.96","2,699.98","21.56M","1.54%"
"Feb 05, 2020","2,692.59","2,735.73","2,756.01","2,675.11","21.74M","-0.36%"
"Feb 04, 2020","2,702.19","2,661.38","2,702.35","2,645.11","23.04M","2.07%"
"Feb 03, 2020","2,647.27","2,552.20","2,665.06","2,544.11","34.60M","1.85%"
"Jan 31, 2020","2,599.12","2,689.27","2,719.58","2,597.48","37.41M","-2.49%"
"Jan 30, 2020","2,665.52","2,730.53","2,745.44","2,646.37","41.69M","-2.71%"
"Jan 29, 2020","2,739.73","2,767.25","2,773.36","2,731.44","17.37M","0.44%"
"Jan 28, 2020","2,727.84","2,692.52","2,739.19","2,684.64","31.50M","-2.87%"
"Jan 23, 2020","2,808.30","2,810.17","2,830.97","2,797.44","21.88M","-0.99%"
"Jan 22, 2020","2,836.42","2,777.47","2,838.09","2,777.47","25.54M","2.08%"
"Jan 21, 2020","2,778.72","2,806.11","2,816.04","2,770.89","24.30M","-1.05%"
"Jan 20, 2020","2,808.25","2,820.12","2,849.05","2,802.13","53.69M","0.33%"
"Jan 17, 2020","2,798.89","2,805.53","2,815.18","2,789.29","21.40M","0.89%"
"Jan 16, 2020","2,774.20","2,727.35","2,775.24","2,722.28","17.68M","1.89%"
"Jan 15, 2020","2,722.75","2,751.85","2,752.07","2,714.71","13.04M","-1.75%"
"Jan 14, 2020","2,771.35","2,772.46","2,827.28","2,761.48","27.99M","0.39%"
"Jan 13, 2020","2,760.47","2,757.66","2,763.66","2,725.90","17.60M","-0.25%"
"Jan 10, 2020","2,767.33","2,771.48","2,782.27","2,733.87","20.82M","-0.37%"
"Jan 09, 2020","2,777.68","2,735.57","2,777.68","2,721.29","27.51M","4.06%"
"Jan 08, 2020","2,669.32","2,673.62","2,722.68","2,650.45","36.31M","-0.42%"
"Jan 07, 2020","2,680.48","2,709.19","2,719.35","2,665.71","19.65M","-0.11%"
"Jan 06, 2020","2,683.50","2,648.20","2,706.30","2,639.88","23.35M","-0.65%"
"Jan 03, 2020","2,701.08","2,747.32","2,766.94","2,701.08","34.58M","-0.62%"
"Jan 02, 2020","2,718.05","2,726.10","2,731.27","2,697.46","26.40M","0.53%"
"Dec 30, 2019","2,703.65","2,684.76","2,706.75","2,675.24","24.41M","0.44%"
"Dec 27, 2019","2,691.84","2,653.68","2,705.00","2,642.59","50.45M","1.95%"
"Dec 26, 2019","2,640.25","2,564.16","2,640.25","2,557.85","24.64M","3.44%"
"Dec 24, 2019","2,552.47","2,571.03","2,580.73","2,549.89","14.80M","-0.38%"
"Dec 23, 2019","2,562.24","2,600.34","2,601.05","2,543.41","16.00M","-0.96%"
"Dec 20, 2019","2,586.96","2,585.72","2,594.49","2,559.49","18.36M","0.79%"
"Dec 19, 2019","2,566.63","2,599.56","2,624.19","2,550.46","26.91M","-0.62%"
"Dec 18, 2019","2,582.65","2,595.51","2,616.11","2,564.19","27.10M","-0.34%"
"Dec 17, 2019","2,591.57","2,530.63","2,594.22","2,524.81","41.79M","3.36%"
"Dec 16, 2019","2,507.40","2,479.32","2,509.52","2,474.54","65.53M","1.14%"
"Dec 13, 2019","2,479.04","2,464.35","2,495.47","2,451.51","30.35M","2.92%"
"Dec 12, 2019","2,408.61","2,374.76","2,418.74","2,369.88","31.35M","2.31%"
"Dec 11, 2019","2,354.30","2,335.10","2,354.78","2,323.05","18.19M","0.78%"
"Dec 10, 2019","2,336.03","2,352.85","2,359.85","2,321.12","17.34M","-1.75%"
"Dec 09, 2019","2,377.55","2,397.64","2,403.74","2,363.14","23.03M","0.00%"
"Dec 06, 2019","2,377.46","2,299.83","2,379.54","2,295.78","31.87M","4.42%"
"Dec 05, 2019","2,276.81","2,258.62","2,284.11","2,206.40","38.64M","2.11%"
"Dec 04, 2019","2,229.70","2,233.31","2,248.25","2,213.68","14.96M","-0.73%"
"Dec 03, 2019","2,246.12","2,244.48","2,271.70","2,232.22","20.72M","-1.14%"
"Dec 02, 2019","2,272.12","2,281.61","2,301.82","2,266.68","11.68M","-0.25%"
"Nov 29, 2019","2,277.75","2,315.65","2,317.81","2,260.94","12.28M","-1.46%"
"Nov 28, 2019","2,311.51","2,307.63","2,329.29","2,307.63","21.69M","0.09%"
"Nov 27, 2019","2,309.54","2,331.02","2,332.58","2,299.94","10.72M","-0.57%"
"Nov 26, 2019","2,322.83","2,322.85","2,347.35","2,318.51","24.63M","0.32%"
"Nov 25, 2019","2,315.42","2,300.11","2,316.15","2,296.96","10.77M","1.83%"
"Nov 22, 2019","2,273.90","2,269.32","2,291.99","2,257.59","10.97M","0.69%"
"Nov 21, 2019","2,258.25","2,304.29","2,306.08","2,244.01","15.96M","-1.84%"
"Nov 20, 2019","2,300.61","2,346.16","2,367.67","2,297.86","19.09M","-2.60%"
"Nov 19, 2019","2,362.12","2,365.65","2,368.96","2,347.85","20.95M","-0.23%"
"Nov 18, 2019","2,367.56","2,365.01","2,372.77","2,351.78","16.26M","0.28%"
"Nov 15, 2019","2,360.89","2,303.00","2,360.93","2,296.83","22.62M","2.43%"
"Nov 14, 2019","2,304.79","2,294.50","2,318.55","2,280.54","14.58M","0.97%"
"Nov 13, 2019","2,282.76","2,287.82","2,290.61","2,273.25","9.91M","-0.45%"
"Nov 12, 2019","2,293.14","2,261.90","2,295.47","2,258.31","11.92M","1.79%"
"Nov 11, 2019","2,252.85","2,277.76","2,278.41","2,242.24","11.52M","-1.14%"
"Nov 08, 2019","2,278.82","2,323.39","2,329.92","2,272.58","18.26M","-1.25%"
"Nov 07, 2019","2,307.56","2,331.81","2,341.17","2,298.51","18.21M","-0.92%"
"Nov 06, 2019","2,329.05","2,341.90","2,364.65","2,322.90","13.74M","-1.72%"
"Nov 05, 2019","2,369.71","2,366.36","2,372.39","2,354.26","15.21M","0.39%"
"Nov 04, 2019","2,360.40","2,343.87","2,367.78","2,342.36","16.42M","1.54%"
"Nov 01, 2019","2,324.65","2,313.19","2,325.47","2,300.10","14.64M","0.20%"
"Oct 31, 2019","2,319.98","2,295.96","2,346.19","2,295.96","28.15M","1.52%"
"Oct 30, 2019","2,285.19","2,311.79","2,311.79","2,272.70","17.23M","-1.50%"
"Oct 29, 2019","2,320.07","2,337.66","2,346.43","2,319.41","13.47M","-0.13%"
